"opportunityId","clusterId","recommendedPageTitle","recommendedSlug","primaryKeyword","supportingKeywordCount","supportingKeywords","pageType","intent","overlap_route","overlap_sourceFile","overlap_matchedTokens","overlap_baseTokenCount","overlap_overlapRatio","score","sb_serviceFitHint","sb_buyerIntentHint","sb_localIntentHint","sb_clusterDepth","sb_modifierStrength","sb_existingOverlapPenalty","sb_dataCompleteness","rationale","recommendedNextAction"
"o-426","c-310","Firehouse Subs Employee Handbook","firehouse-subs-employee-handbook","firehouse subs employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-427","c-311","Baptist Church Employee Handbook","baptist-church-employee-handbook","baptist church employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-428","c-312","Hotel Employee Handbook Manual","hotel-employee-handbook-manual","hotel employee handbook manual","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-429","c-313","Employee Handbook Lawyer","employee-handbook-lawyer","employee handbook lawyer","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-430","c-314","Fast Food Restaurant Employee Handbook","fast-food-restaurant-employee-handbook","fast food restaurant employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-431","c-315","Grooming Employee Handbook","grooming-employee-handbook","grooming employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-432","c-316","Popeyes Employee Handbook","popeyes-employee-handbook","popeyes employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-433","c-317","Great Employee Handbook","great-employee-handbook","great employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-434","c-318","Doordash Employee Handbook","doordash-employee-handbook","doordash employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-435","c-320","Tgi Fridays Employee Handbook","tgi-fridays-employee-handbook","tgi fridays employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-436","c-321","Employee Handbook Welcome","employee-handbook-welcome","employee handbook welcome","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-437","c-322","Hellofresh Employee Handbook","hellofresh-employee-handbook","hellofresh employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-438","c-323","Independent Contractor Employee Handbook","independent-contractor-employee-handbook","independent contractor employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-439","c-324","Medical Clinic Employee Handbook","medical-clinic-employee-handbook","medical clinic employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-440","c-327","General Contractor Employee Handbook","general-contractor-employee-handbook","general contractor employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-441","c-329","Nationwide Insurance Employee Handbook","nationwide-insurance-employee-handbook","nationwide insurance employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-442","c-330","Employee Manual Table Contents","employee-manual-table-of-contents","employee manual table of contents","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-443","c-331","Part Time Employee Handbook","part-time-employee-handbook","part time employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-444","c-334","Paycom Employee Handbook","paycom-employee-handbook","paycom employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-447","c-337","Employee Handbook Attorney","employee-handbook-attorney","employee handbook attorney","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-448","c-338","Employee Relations Handbook","employee-relations-handbook","employee relations handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-449","c-339","Americare Employee Handbook","americare-employee-handbook","americare employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-450","c-341","1199seiu Employee Handbook","1199seiu-employee-handbook","1199seiu employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-451","c-343","32bj Employee Handbook","32bj-employee-handbook","32bj employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-452","c-344","Eleven Employee Handbook","7-eleven-employee-handbook","7 eleven employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
